benchmark,comp_id,loop_id,baseline_cycles,slowdown_cycles,baseline_total_cycles,percent_change,baseline_share_pct,slowdown_noBubo_pct
Storage,58,0,3518,3042,417181216174,-13.530415008527571,8.43278619364467e-07,37.77960559311494
Storage,70,0,30144,0,417181216174,-100.0,7.225636924992182e-06,37.77960559311494
Storage,70,1,7532,0,417181216174,-100.0,1.8054504153078926e-06,37.77960559311494
Storage,70,2,14596,0,417181216174,-100.0,3.498719365617897e-06,37.77960559311494
Storage,71,0,0,30744,417181216174,0.0,0.0,37.77960559311494
Storage,71,1,0,8232,417181216174,0.0,0.0,37.77960559311494
Storage,71,2,0,14356,417181216174,0.0,0.0,37.77960559311494
Storage,84,0,468,410,417181216174,-12.393162393162394,1.1218146499788817e-07,37.77960559311494
Storage,84,1,100,24,417181216174,-76.0,2.397039850382226e-08,37.77960559311494
Storage,84,2,102,114,417181216174,11.76470588235294,2.4449806473898703e-08,37.77960559311494
Storage,85,0,98030,81870,417181216174,-16.484749566459246,2.349818165329696e-05,37.77960559311494
Storage,85,1,115204,114560,417181216174,-0.5590083677650082,2.7614857892343397e-05,37.77960559311494
Storage,85,2,101184,99472,417181216174,-1.6919671094244149,2.4254208022107517e-05,37.77960559311494
Storage,87,0,492,360,417181216174,-26.82926829268293,1.1793436063880553e-07,37.77960559311494
Storage,88,0,11538,11714,417181216174,1.5253943491072977,2.7657045793710125e-06,37.77960559311494
Storage,138,0,17532,21062,417181216174,20.134610997033995,4.202490265690118e-06,37.77960559311494
Storage,140,1,256220,230750,417181216174,-9.940675981578332,6.14169550464934e-05,37.77960559311494
Storage,140,2,12084,12178,417181216174,0.7778881165177094,2.896582955201882e-06,37.77960559311494
Storage,140,5,706,730,417181216174,3.39943342776204,1.6923101343698515e-07,37.77960559311494
Storage,141,1,3990,3388,417181216174,-15.087719298245613,9.56418900302508e-07,37.77960559311494
Storage,141,2,1776,1822,417181216174,2.59009009009009,4.257142774278833e-07,37.77960559311494
Storage,142,0,37924,38354,417181216174,1.1338466406497205,9.090533928589554e-06,37.77960559311494
Storage,142,1,27454,27578,417181216174,0.4516646026079988,6.580833205239364e-06,37.77960559311494
Storage,142,2,15076,15470,417181216174,2.613425311753781,3.613777278436244e-06,37.77960559311494
Storage,142,5,830,728,417181216174,-12.289156626506024,1.9895430758172473e-07,37.77960559311494
Storage,143,0,338106,323130,417181216174,-4.429380135223865,8.104535556533329e-05,37.77960559311494
Storage,143,1,398672,382710,417181216174,-4.003792591403459,9.556326712315826e-05,37.77960559311494
Storage,143,2,47884,47976,417181216174,0.19213098320942276,1.147798561957025e-05,37.77960559311494
Storage,177,0,4107283956,3945914712,417181216174,-3.928855314818657,0.9845323319367556,37.77960559311494
Storage,177,1,33590907586,36511087786,417181216174,8.69336499028407,8.051874409414863,37.77960559311494
Storage,177,2,27976672120,36561140686,417181216174,30.68438064820127,6.706119795271739,37.77960559311494
Storage,177,3,35381242710,26227506334,417181216174,-25.871720931421176,8.481024873191561,37.77960559311494
Storage,177,4,29174915294,40222294916,417181216174,37.86602124007524,6.993343459124388,37.77960559311494
Storage,180,0,618405441424,847994327604,417181216174,37.12594857692819,148.23424867865393,37.77960559311494
Storage,197,0,516373576,704737828,417181216174,36.47829028338971,0.12377680393563749,37.77960559311494
Storage,198,0,402931459890,551723192210,417181216174,36.92730579057293,96.58427663290175,37.77960559311494
Storage,205,0,36214,37916,417181216174,4.69983984094549,8.680640114174192e-06,37.77960559311494
Storage,205,1,13034,12960,417181216174,-0.5677458953506215,3.124301740988193e-06,37.77960559311494
Storage,205,2,10104,10554,417181216174,4.453681710213777,2.421969064826201e-06,37.77960559311494
Storage,206,0,646,636,417181216174,-1.5479876160990713,1.548487743346918e-07,37.77960559311494
Storage,207,0,4664,4308,417181216174,-7.632933104631218,1.1179793862182703e-06,37.77960559311494
